      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9     10     10
     10     10     10     10     10     10      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      6
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      8      8      8      8      8      8
      8      9      9      9      9      9      9      9      9     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10      9
      9      9      9      9      9      9      9      8      8      8
      8      8      8      8      7      7      7      7      7      7
      7      7      7      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      7      7      7      7
      7      7      7      7      7      7      7      7      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      7      7      7      7      7
      7      7      7      7      7      7      7      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      8      8      8
      8      8      8      8      8      8      8      8      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      6      6      6      6      6
      6      6      6      6      6      6      7      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      8      8      8      8      8      8      9
      9      9      9      9      9     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10      9      9      9      9      9      9      8
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      7      7      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      8      8      8      8      8      8
      8      8      8      8      8      9      9      9      9      9
      9      9      9      9      9      9      9     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10      9
      9      9      9      9      9      9      9      9      9      9
      9      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      6      6
      6      6      6      6      6      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      9      9      9
      9      9     10     10     10     10     10     10     10     11
     11     11     11     11     11     11     11     11     11     11
     11     11     11     11     11     11     11     11     11     10
     10     10     10     10     10     10      9      9      9      9
      9      9      8      8      8      8      8      8      7      7
      7      7      7      7      7      7      7      7      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      7      7      7      7      7      7      7
      7      7      7      7      7      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      7      7      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
      9      9     10     10     10     10     10     10     10     10
     10     10     10     10     11     11     11     11     11     11
     11     11     11     11     11     11     11     11     11     10
     10     10     10     10     10     10     10     10     10     10
     10     10      9      9      9      9      9      9      9      9
      9      9      9      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      6      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      9      9      9      9      9
     10     10     10     10     10     11     11     11     11     11
     11     11     11     12     12     12     12     12     12     12
     12     12     12     12     12     11     11     11     11     11
     11     11     11     11     10     10     10     10     10      9
      9      9      9      9      8      8      8      8      8      8
      7      7      7      7      7      7      7      7      7      7
      7      6      6      6      6      6      6      6      6      6
      6      7      7      7      7      7      7      7      7      7
      7      7      7      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      7      7      7
      7      7      7      7      7      7      7      7      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      6
      6      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      9      9      9      9      9      9      9     10
     10     10     10     10     10     10     10     10     10     11
     11     11     11     11     11     11     11     11     11     11
     11     11     11     11     11     11     11     11     11     11
     11     11     11     11     10     10     10     10     10     10
     10     10     10     10      9      9      9      9      9      9
      9      9      9      9      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      9      9      9      9      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      8      8      8
      8      8      8      9      9      9      9      9     10     10
     10     10     11     11     11     11     11     12     12     12
     12     12     12     12     12     12     12     12     12     12
     12     12     12     12     12     12     12     12     12     12
     12     11     11     11     11     11     11     10     10     10
     10     10      9      9      9      9      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      6      6      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      7      7      7
      7      7      7      7      7      7      7      7      6      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      6      6      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      9      9      9      9      9      9      9     10     10     10
     10     10     10     10     10     11     11     11     11     11
     11     11     11     11     11     12     12     12     12     12
     12     12     12     12     12     12     12     12     11     11
     11     11     11     11     11     11     11     10     10     10
     10     10     10     10     10     10      9      9      9      9
      9      9      9      9      9      9      9      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      8      8
      8      8      8      8      8      8      8      8      8      8
      8      9      9      9      9      9      9      9      9      9
      9      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      8      8      8      8      8      8
      8      8      9      9      9      9     10     10     10     10
     11     11     11     11     12     12     12     12     12     12
     13     13     13     13     13     13     13     13     13     13
     13     13     13     13     13     13     13     13     13     12
     12     12     12     12     12     11     11     11     11     11
     10     10     10     10      9      9      9      9      8      8
      8      8      8      8      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      7      7
      7      7      7      7      7      7      7      7      7      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      6      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      9
      9      9      9      9      9     10     10     10     10     10
     10     10     11     11     11     11     11     11     11     11
     11     12     12     12     12     12     12     12     12     12
     12     12     12     12     12     12     12     12     12     12
     12     11     11     11     11     11     11     11     11     11
     10     10     10     10     10     10     10     10      9      9
      9      9      9      9      9      9      9      9      9      9
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      8      8      8
      8      8      8      8      8      8      8      8      8      8
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      8      8      8
      9      9      9      9     10     10     10     10     11     11
     11     11     12     12     12     12     13     13     13     13
     13     13     13     14     14     14     14     14     14     14
     14     14     14     14     14     13     13     13     13     13
     13     13     13     13     12     12     12     12     11     11
     11     11     10     10     10     10      9      9      9      9
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      8      8
      8      8      8      8      8      8      8      8      8      8
      9      9      9      9      9      9      9      9      9      8
      8      8      8      8      8      8      8      8      8      7
      7      7      7      7      7      7      7      7      7      6
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      6      6      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      9      9      9
      9      9      9     10     10     10     10     10     10     10
     11     11     11     11     11     11     11     12     12     12
     12     12     12     12     12     12     12     12     12     13
     13     13     13     13     13     12     12     12     12     12
     12     12     12     12     11     11     11     11     11     11
     11     11     10     10     10     10     10     10     10     10
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      8      8      8      8      8      8
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      8      8      8
      8      8      8      8      8      8      8      8      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      9
      9      9      9     10     10     10     10     11     11     11
     12     12     12     12     13     13     13     13     14     14
     14     14     14     14     14     14     14     14     14     14
     14     14     14     14     14     14     14     14     14     14
     14     14     13     13     13     13     13     12     12     12
     11     11     11     11     10     10     10     10      9      9
      9      9      8      8      8      8      8      8      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      8      8      8      8      9      9
      9      9      9      9      9      9      9      9      9      9
      8      8      8      8      8      8      8      8      8      8
      7      7      7      7      7      7      7      7      7      7
      6      6      6      6      6      6      6      6      6      6
      6      6      6      6      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      9      9      9      9      9
      9      9     10     10     10     10     10     10     11     11
     11     11     11     11     11     12     12     12     12     12
     12     12     12     13     13     13     13     13     13     13
     13     13     13     13     13     13     13     13     13     12
     12     12     12     12     12     12     11     11     11     11
     11     11     11     11     10     10     10     10     10     10
     10      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      8      8      8      8
      8      8      8      8      8      8      8      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      8      8      8
      8      8      8      8      8      8      8      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      9      9      9
      9      9     10     10     10     11     11     11     11     12
     12     12     13     13     13     14     14     14     14     14
     15     15     15     15     15     15     15     15     15     15
     15     15     15     15     15     15     15     15     15     14
     14     14     14     14     14     13     13     13     13     12
     12     12     11     11     11     11     10     10     10      9
      9      9      9      8      8      8      8      8      8      8
      8      7      7      7      7      7      7      7      7      7
      7      7      7      7      8      8      8      8      8      8
      8      8      8      8      8      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      8      8      8      8      8      8      8      8      8
      7      7      7      7      7      7      7      7      7      7
      7      6      6      6      6      6      6      6      6      6
      6      6      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      8      8
      8      8      8      8      8      8      8      8      8      8
      8      9      9      9      9      9      9      9      9      9
      9     10     10     10     10     10     10     11     11     11
     11     11     11     12     12     12     12     12     12     12
     13     13     13     13     13     13     13     13     13     13
     13     13     13     13     13     13     13     13     13     13
     13     12     12     12     12     12     12     12     11     11
     11     11     11     11     11     11     10     10     10     10
     10     10     10      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      8      8      8
      8      8      8      8      8      8      8      8      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      8      8      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      9      9      9      9      9
     10     10     10     10     11     11     11     12     12     12
     13     13     13     14     14     14     14     15     15     15
     15     15     15     15     16     16     16     16     16     16
     16     16     16     16     16     15     15     15     15     15
     15     15     15     15     14     14     14     14     13     13
     13     12     12     12     11     11     11     10     10     10
     10      9      9      9      9      8      8      8      8      8
      8      8      8      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      8      8      8      8      8      8      8      8
      8      7      7      7      7      7      7      7      7      7
      7      7      7      6      6      6      6      6      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      8      8      8
      8      8      8      8      8      8      8      8      9      9
      9      9      9      9      9      9      9      9      9      9
     10     10     10     10     10     11     11     11     11     11
     11     11     12     12     12     12     12     12     13     13
     13     13     13     13     13     13     13     13     13     13
     13     13     13     13     13     13     13     13     13     13
     13     13     13     12     12     12     12     12     12     11
     11     11     11     11     11     11     11     10     10     10
     10     10     10     10      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      8
      8      8      8      8      8      8      8      8      8      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      8      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      9      9      9      9      9      9     10
     10     10     11     11     11     12     12     12     13     13
     13     14     14     14     15     15     15     15     16     16
     16     16     16     16     16     16     16     16     16     16
     16     16     16     16     16     16     16     16     16     16
     16     16     16     15     15     15     15     14     14     14
     13     13     13     12     12     12     11     11     11     10
     10     10      9      9      9      9      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      8      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      8      8      8      8      8      8      8
      8      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      8      8      9      9      9      9
      9      9      9      9      9      9      9      9     10     10
     10     10     10     10     11     11     11     11     11     11
     12     12     12     12     12     12     13     13     13     13
     13     13     13     13     13     14     14     14     14     14
     14     14     14     14     14     14     14     13     13     13
     13     13     13     13     12     12     12     12     12     12
     12     11     11     11     11     11     11     11     10     10
     10     10     10     10     10     10      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      8      8      8      8      8      8      8      8      8      8
      8      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      8      8      8      8      8      8      8      8
      9      9      9      9      9      9      9     10     10     10
     10     11     11     11     12     12     12     13     13     14
     14     14     15     15     15     15     16     16     16     16
     16     17     17     17     17     17     17     17     17     17
     17     17     17     17     17     17     17     17     17     17
     17     16     16     16     16     16     15     15     15     14
     14     14     13     13     13     12     12     11     11     11
     10     10     10      9      9      9      9      9      8      8
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      8      8      8
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      8      8      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      8      8      8      8      8      8
      8      8      8      8      9      9      9      9      9      9
      9      9      9      9      9      9      9     10     10     10
     10     10     10     11     11     11     11     11     11     12
     12     12     12     12     12     13     13     13     13     13
     13     13     14     14     14     14     14     14     14     14
     14     14     14     14     14     14     14     14     14     13
     13     13     13     13     13     12     12     12     12     12
     12     12     11     11     11     11     11     11     11     10
     10     10     10     10     10     10     10     10     10      9
      9      9      9      9      9      9      9      9      9      9
      9      8      8      8      8      8      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      8      9      9      9      9      9      9
      9      9      9      9     10     10     10     10     10     10
     10     10     10     10     10     10     10      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9     10     10     10     10
     11     11     11     12     12     13     13     13     14     14
     14     15     15     16     16     16     16     17     17     17
     17     17     17     17     17     18     18     18     18     18
     18     18     18     18     18     18     18     18     17     17
     17     17     17     17     17     16     16     16     15     15
     15     14     14     13     13     13     12     12     11     11
     11     10     10     10      9      9      9      9      9      9
      8      8      8      8      8      8      8      8      8      8
      8      8      8      8      8      8      8      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      8      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      8      8      8      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
      9      9      9      9      9     10     10     10     10     10
     10     10     11     11     11     11     11     11     12     12
     12     12     12     12     13     13     13     13     13     13
     13     14     14     14     14     14     14     14     14     14
     14     14     14     14     14     14     14     14     14     14
     14     13     13     13     13     13     12     12     12     12
     12     12     12     11     11     11     11     11     11     11
     10     10     10     10     10     10     10     10     10     10
     10     10     10      9      9      9      9      9      9      9
      9      9      8      8      8      8      8      8      8      8
      8      8      8      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
      9      9     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9     10     10     10     10     11     11
     11     12     12     12     13     13     14     14     14     15
     15     15     16     16     16     17     17     17     17     18
     18     18     18     18     18     18     18     18     18     18
     18     18     18     18     18     18     18     18     18     18
     18     18     18     17     17     17     17     16     16     16
     15     15     14     14     14     13     13     12     12     12
     11     11     10     10     10     10      9      9      9      9
      9      9      9      8      8      8      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
      9      9      9      9      9      9     10     10     10     10
     10     10     10     10     10      9      9      9      9      9
      9      9      9      9      9      8      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      8      8      8      8      8      8      8      8
      8      8      9      9      9      9      9      9      9      9
      9      9      9      9     10     10     10     10     10     10
     10     11     11     11     11     11     11     11     12     12
     12     12     12     13     13     13     13     13     13     14
     14     14     14     14     14     14     14     14     14     14
     14     14     14     14     14     14     14     14     14     14
     14     14     13     13     13     13     13     12     12     12
     12     12     12     12     11     11     11     11     11     11
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10      9      9      9      9      9
      9      9      9      8      8      8      8      8      8      8
      8      8      8      8      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      8      8      8      8
      8      8      8      9      9      9      9      9      9      9
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9     10     10     10     10     10     10     11     11     11
     12     12     12     13     13     14     14     15     15     15
     16     16     16     17     17     17     18     18     18     18
     18     18     19     19     19     19     19     19     19     19
     19     19     19     19     19     19     19     19     19     19
     19     18     18     18     18     18     17     17     17     16
     16     15     15     15     14     14     13     13     12     12
     12     11     11     10     10     10     10      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9     10     10     10     10     10     10
     10     10     10     10     10     10     10      9      9      9
      9      9      9      9      9      9      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      8      8      8      8      8      8      8      8      8
      9      9      9      9      9      9      9      9      9      9
      9      9     10     10     10     10     10     10     10     10
     11     11     11     11     11     11     11     12     12     12
     12     12     12     13     13     13     13     13     13     14
     14     14     14     14     14     14     14     14     14     15
     15     15     15     15     14     14     14     14     14     14
     14     14     14     13     13     13     13     13     12     12
     12     12     12     12     11     11     11     11     11     11
     11     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10      9      9      9
      9      9      9      9      9      8      8      8      8      8
      8      8      8      8      8      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      8      8      8      8      8
      8      8      9      9      9      9      9      9      9     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10      9      9      9     10     10     10
     10     10     10     10     10     11     11     11     11     12
     12     13     13     13     14     14     15     15     16     16
     16     17     17     17     18     18     18     18     19     19
     19     19     19     19     19     20     20     20     20     20
     20     20     20     20     20     20     20     19     19     19
     19     19     19     19     18     18     18     18     17     17
     16     16     16     15     15     14     14     13     13     12
     12     12     11     11     11     10     10     10     10      9
      9      9      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9      9      9      9
      9     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10      9
      9      9      9      9      9      9      8      8      8      8
      8      8      8      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      8      8      8      8      8      8      8      8      8      9
      9      9      9      9      9      9      9      9      9      9
     10     10     10     10     10     10     10     10     10     10
     11     11     11     11     11     11     11     12     12     12
     12     12     12     13     13     13     13     13     14     14
     14     14     14     14     14     14     15     15     15     15
     15     15     15     15     15     15     15     14     14     14
     14     14     14     13     13     13     13     13     12     12
     12     12     12     12     11     11     11     11     11     11
     11     11     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10      9      9
      9      9      9      9      9      9      8      8      8      8
      8      8      8      8      8      8      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      8      8      8      8      8
      8      8      9      9      9      9      9      9     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     11     11     11     11     12     12
     13     13     13     14     14     15     15     16     16     17
     17     17     18     18     18     19     19     19     19     19
     20     20     20     20     20     20     20     20     20     20
     20     20     20     20     20     20     20     20     20     20
     20     20     19     19     19     19     18     18     18     17
     17     17     16     16     15     15     14     14     13     13
     12     12     12     11     11     11     10     10     10     10
     10     10      9      9      9      9      9      9      9      9
      9      9      9      9      9      9      9     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
      9      9      9      9      9      9      8      8      8      8
      8      8      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      7      7      7      7      8
      8      8      8      8      8      8      8      8      9      9
      9      9      9      9      9      9      9      9     10     10
     10     10     10     10     10     10     10     10     10     11
     11     11     11     11     11     11     11     12     12     12
     12     12     12     13     13     13     13     13     14     14
     14     14     14     14     14     15     15     15     15     15
     15     15     15     15     15     15     15     15     14     14
     14     14     14     13     13     13     13     13     12     12
     12     12     12     12     11     11     11     11     11     11
     11     11     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
      9      9      9      9      9      9      9      8      8      8
      8      8      8      8      8      8      8      8      7      7
      7      7      7      7      7      7      7      7      7      7
      7      7      7      7      7      8      8      8      8      8
      8      9      9      9      9      9      9     10     10     10
     10     10     10     10     10     10     10     10     10     11
     11     11     11     11     11     11     11     11     11     10
     10     10     10     10     10     10     10     10     10     10
     10     10     10     10     10     10     10     10     10     10
     10     11     11     11     11     11     12     12     12     13
     13     13     14     14     15     15     16     16     17     17
     17     18     18     19     19     19     19     20     20     20
     20     20     20     20     21     21     21     21     21     21
